superstar,stock,client,market,type,action type,Date,avg,count,change
Smallcap World Fund Inc,"Strides Pharma Science Ltd.

52 week high",SMALLCAP WORLD FUND INC,BSE,Bulk,Purchase,4/12/2021,849.99,596895,0.0065
Smallcap World Fund Inc,Kajaria Ceramics Ltd.,"SMALLCAP WORLD FUND, INC.",BSE,Bulk,Purchase,2/23/2021,966.36,1081397,0.0068
Smallcap World Fund Inc,Kajaria Ceramics Ltd.,SMALLCAP WORLD FUND INC.,BSE,Bulk,Sell,2/23/2021,966.39,1607151,0.0101
Smallcap World Fund Inc,APL Apollo Tubes Ltd.,SMALLCAP WORLD FUND INC,BSE,Bulk,Purchase,2/16/2021,965,859193,0.0031
Smallcap World Fund Inc,Greaves Cotton Ltd.,SMALLCAP WORLD FUND INC,NSE,Bulk,Sell,11/27/2020,81.41,2587277,0.0112
Smallcap World Fund Inc,Greaves Cotton Ltd.,SMALLCAP WORLD FUND INC,NSE,Bulk,Sell,11/26/2020,75.27,2102098,0.0091
Smallcap World Fund Inc,Greaves Cotton Ltd.,SMALLCAP WORLD FUND INC,BSE,Bulk,Sell,11/26/2020,74.45,1776887,0.0077
Smallcap World Fund Inc,Tube Investments of India Ltd.,SMALLCAPWORLD FUND INC,NSE,Bulk,Purchase,11/26/2020,841,2365561,0.0122
Smallcap World Fund Inc,"Computer Age Management Services Ltd.

Insider Trades",SMALLCAP WORLD FUND INC,BSE,Bulk,Purchase,10/1/2020,1467.3,547603,0.0111
Smallcap World Fund Inc,Max Healthcare Institute Ltd.,SMALLCAP WORLD FUND INC,BSE,Bulk,Purchase,9/28/2020,108.75,11400000,0.0117
Smallcap World Fund Inc,Max Healthcare Institute Ltd.,SMALLCAP WORLD FUND INC,BSE,Bulk,Purchase,9/11/2020,110.7,23777803,0.0245
Smallcap World Fund Inc,Max Healthcare Institute Ltd.,SMALLCAP WORLD FUND INC,BSE,Block,Purchase,9/11/2020,110.7,23777803,0.0245
Smallcap World Fund Inc,Aarti Surfactants Ltd.,SMALLCAP WORLD FUND INC,NSE,Bulk,Sell,8/4/2020,234.44,59380,0.0075
Smallcap World Fund Inc,Carborundum Universal Ltd.,SMALLCAP WORLD FUND INC,BSE,Bulk,Sell,7/21/2020,235.19,3500000,0.0184
Jainam Share Consultants Pvt. Ltd,FCS Software Solutions Ltd.,JAINAM SHARE CONSULTANTS PVT. LTD.,BSE,Bulk,Sell,1/15/2024,5.38,10829301,0.0063
Jainam Share Consultants Pvt. Ltd,FCS Software Solutions Ltd.,JAINAM SHARE CONSULTANTS PVT. LTD.,BSE,Bulk,Purchase,1/15/2024,5.37,5829302,0.0034
Jainam Share Consultants Pvt. Ltd,FCS Software Solutions Ltd.,JAINAM SHARE CONSULTANTS PVT. LTD.,BSE,Bulk,Sell,1/15/2024,5.38,10829301,0.0063
Jainam Share Consultants Pvt. Ltd,FCS Software Solutions Ltd.,JAINAM SHARE CONSULTANTS PVT. LTD.,BSE,Bulk,Purchase,1/15/2024,5.37,5829302,0.0034
Jainam Share Consultants Pvt. Ltd,FCS Software Solutions Ltd.,JAINAM SHARE CONSULTANTS PVT. LTD.,BSE,Bulk,Sell,1/15/2024,5.38,10829301,0.0063
Jupiter South Asia Investment Company Limited,Fortis Healthcare Ltd.,JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,BSE,Block,Sell,1/24/2024,419.9,2547235,0.0034
Rajasthan Global Securities Private Limited,Fortis Malar Hospitals Ltd.,RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED,BSE,Bulk,Sell,2/6/2024,58.08,102033,0.0054
Jm Financial Services Limited,"Global Health Ltd.

10-year high",JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,BSE,Bulk,Purchase,2/14/2024,1315.22,3000000,0.0112
New World Fund Inc,PB Fintech Ltd.,"NEW WORLD FUND, INC",BSE,Block,Purchase,12/15/2023,800.05,1638985,0.0036
New World Fund Inc,PB Fintech Ltd.,AMERICAN FUNDS INSURANCE SERIES - NEW WORLDFUND,BSE,Block,Purchase,12/15/2023,800.05,103647,0.0002
New World Fund Inc,PB Fintech Ltd.,CAPITAL GROUP NEW WORLD FUND (LUX),BSE,Block,Purchase,12/15/2023,800.05,14204,0
New World Fund Inc,Asian Paints Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,3100.35,36352,0
New World Fund Inc,Asian Paints Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,3100.35,36352,0
New World Fund Inc,"Divi's Laboratories Ltd.

Insider Trades",NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,3637.7,43478,0.0002
New World Fund Inc,"Divi's Laboratories Ltd.

Insider Trades",RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,3637.7,43478,0.0002
New World Fund Inc,Schaeffler India Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,3075.15,37145,0.0002
New World Fund Inc,Schaeffler India Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,3075.15,37145,0.0002
New World Fund Inc,"HCL Technologies Ltd.

Insider Trades",NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,1267.5,253230,0.0001
New World Fund Inc,"HCL Technologies Ltd.

Insider Trades",RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,1267.5,253230,0.0001
New World Fund Inc,HDFC Bank Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,1514.95,250449,0
New World Fund Inc,HDFC Bank Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,1514.95,250449,0
New World Fund Inc,United Spirits Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,1045.95,127406,0.0002
New World Fund Inc,United Spirits Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,1045.95,127406,0.0002
New World Fund Inc,Nestle India Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,24122,7995,0
New World Fund Inc,Nestle India Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,24122,7995,0
New World Fund Inc,SKF India Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,5228.85,25683,0.0005
New World Fund Inc,SKF India Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,5228.85,25683,0.0005
New World Fund Inc,Tata Consultancy Services Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,3454.75,109053,0
New World Fund Inc,Tata Consultancy Services Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,3454.75,109053,0
New World Fund Inc,Tech Mahindra Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,1170.7,212443,0.0002
New World Fund Inc,Tech Mahindra Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,1170.7,212443,0.0002
New World Fund Inc,United Breweries Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,1566.75,66362,0.0003
New World Fund Inc,United Breweries Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,1566.75,66362,0.0003
New World Fund Inc,IndiaMART InterMESH Ltd.,NORTHERN LIGHTS FUND TRUST III RONDURE NEW WORLD FUND,BSE,Block,Purchase,10/20/2023,2759.35,37154,0.0006
New World Fund Inc,IndiaMART InterMESH Ltd.,RONDURE NEW WORLD FUND,BSE,Block,Sell,10/20/2023,2759.35,37154,0.0006
New World Fund Inc,Shriram Finance Ltd.,"NEW WORLD FUND, INC.",BSE,Bulk,Sell,9/6/2023,1880.28,2677660,0.0071
New World Fund Inc,Piramal Enterprises Ltd.,"NEW WORLD FUND, INC.",BSE,Bulk,Sell,7/6/2023,941.15,3462934,0.0154
New World Fund Inc,Bharti Airtel Ltd.,NEW WORLD FUND INC,BSE,Block,Purchase,6/30/2023,868,4261272,0.0007
New World Fund Inc,Bharti Airtel Ltd.,AMERICAN FUNDS INSURANCE SERIES - NEW WORLDFUND,BSE,Block,Purchase,6/30/2023,868,278551,0
New World Fund Inc,Bharti Airtel Ltd.,CAPITAL GROUP NEW WORLD FUND (LUX),BSE,Block,Purchase,6/30/2023,868,37396,0
New World Fund Inc,Shriram Finance Ltd.,NEW WORLD FUND INC,NSE,Bulk,Purchase,6/21/2023,1545,1954981,0.0052
New World Fund Inc,Shriram Finance Ltd.,NEW WORLD FUND INC,NSE,Block,Purchase,6/21/2023,1545,1954981,0.0052
New World Fund Inc,Shriram Finance Ltd.,AMERICAN FUNDS INSURANCE SERIES AC AMERICAN FUNDS INSURANCE SERIES NEW WORLD FUND,NSE,Block,Purchase,6/21/2023,1545,127846,0.0003
New World Fund Inc,Shriram Finance Ltd.,CAPITAL GROUP NEW WORLD FUND (LUX),NSE,Block,Purchase,6/21/2023,1545,17173,0
New World Fund Inc,Shriram Finance Ltd.,NEW WORLD FUND INC,NSE,Bulk,Purchase,3/8/2023,1225.1,5072000,0.0135
New World Fund Inc,Embassy Office Parks REIT,NEW WORLD FUND INC,NSE,Bulk,Purchase,9/16/2022,351,5487000,0.0058
New World Fund Inc,Max Healthcare Institute Ltd.,"NEW WORLD FUND, INC",BSE,Bulk,Purchase,8/16/2022,353,43751218,0.045
New World Fund Inc,Max Healthcare Institute Ltd.,"NEW WORLD FUND, INC",BSE,Bulk,Purchase,8/16/2022,353,21630000,0.0223
New World Fund Inc,PB Fintech Ltd.,CAPITAL RESEARCH AND MANAGEMENT CO A/C NEW WORLD FUND INC,NSE,Bulk,Purchase,11/15/2021,1192.96,3418354,0.0076
New World Fund Inc,Aavas Financiers Ltd.,NEW WORLD FUND INC,NSE,Bulk,Purchase,8/31/2020,1409.97,520000,0.0066
General Insurance Corporation Of India,Kavveri Telecom Products Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,11/10/2023,11.23,200000,0.0099
General Insurance Corporation Of India,Kavveri Telecom Products Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,11/9/2023,10.84,197344,0.0098
General Insurance Corporation Of India,"Rolcon Engineering Company Ltd.

10-year high",GENERAL INSURANCE CORPORATION OF INDIA,BSE,Bulk,Sell,8/17/2022,130.3,5400,0.0071
General Insurance Corporation Of India,Sambandam Spinning Mills Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,BSE,Bulk,Sell,9/30/2021,201.82,25244,0.0059
General Insurance Corporation Of India,Jainex Aamcol Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,BSE,Bulk,Sell,9/9/2021,63.19,24309,0.0162
General Insurance Corporation Of India,Melstar Information Technology Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,11/23/2020,1.8,78217,0.0055
General Insurance Corporation Of India,Zicom Electronic Security Systems Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,9/9/2020,2.2,209057,0.0051
General Insurance Corporation Of India,"Wipro Ltd.

Acquisition 52 week high",GENERAL INSURANCE CORPORATION OF INDIA,BSE,Block,Purchase,4/4/2019,258.9,3861000,0.0007
General Insurance Corporation Of India,Shah Alloys Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,2/15/2018,23.29,167152,0.0084
General Insurance Corporation Of India,Shah Alloys Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,1/18/2018,18.3,112189,0.0057
General Insurance Corporation Of India,"Larsen & Toubro Ltd.

Insider Trades",GENERAL INSURANCE CORPORATION OF INDIA,BSE,Block,Purchase,6/21/2017,1764.2,500000,0.0004
General Insurance Corporation Of India,Todays Writing Instruments Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,1/1/2016,3.1,100000,0.0078
General Insurance Corporation Of India,Punjab Chemicals and Crop Protection Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,NSE,Bulk,Sell,9/22/2015,205.5,127177,0.0104
General Insurance Corporation Of India,La Tim Metal & Industries Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,BSE,Bulk,Sell,5/23/2013,28.31,20000,0.0002
General Insurance Corporation Of India,La Tim Metal & Industries Ltd.,GENERAL INSURANCE CORPORATION OF INDIA,BSE,Bulk,Sell,5/20/2013,28.33,20000,0.0002
Jm Financial Services Limited,"Global Health Ltd.

10-year high",JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,BSE,Bulk,Sell,2/14/2024,1315.05,3000000,0.0112
Jupiter South Asia Investment Company Limited,"Global Health Ltd.

10-year high",JUPITER SOUTH ASIA INVESTMENT COMPANY LIMITED,BSE,Block,Sell,1/18/2024,1030.05,297792,0.0011
CANARA-GROUP,Innova Captab Ltd.,CANARA ROBECO MUTUAL FUND,NSE,Bulk,Purchase,12/29/2023,474.41,900000,0.0157
CANARA-GROUP,"Computer Age Management Services Ltd.

Insider Trades",CANARA ROBECO MUTUAL FUND (SMALL CAP FUND),BSE,Block,Purchase,12/4/2023,2766,90000,0.0018
CANARA-GROUP,CreditAccess Grameen Ltd.,CANARA ROBECO MUTUAL FUND EMERGING EQUITY,NSE,Bulk,Purchase,6/30/2023,1245.01,1180000,0.0074
CANARA-GROUP,Go Fashion (India) Ltd.,CANARA ROBECO MUTUAL FUND AC CANARA ROBECO SMALL CAP FUND,NSE,Bulk,Purchase,12/5/2022,1140,320000,0.0059
CANARA-GROUP,Rolex Rings Ltd.,CANARA ROBECO SMALL CAP FUND,NSE,Bulk,Purchase,8/26/2022,1700,235294,0.0086
CANARA-GROUP,Patel Engineering Ltd.,CANARA BANK,NSE,Bulk,Sell,8/2/2021,16.2,4154001,0.0054
CANARA-GROUP,Vikas Ecotech Ltd.,CANARA BANK SECURITIES LTD,NSE,Bulk,Sell,4/20/2021,1.67,4812015,0.0035
CANARA-GROUP,Vikas Ecotech Ltd.,CANARA BANK SECURITIES LTD,NSE,Bulk,Sell,4/19/2021,1.81,1624817,0.0012
CANARA-GROUP,Thinkink Picturez Ltd.,CANARA BANK SECURITIES LTD,BSE,Bulk,Sell,4/19/2021,24.06,280000,0.0095
CANARA-GROUP,SPML Infra Ltd.,CANARA BANK,NSE,Bulk,Sell,4/12/2021,10.19,300000,0.0061
CANARA-GROUP,Transport Corporation of India Ltd.,CANARA ROBECO MUTUAL FUND A/C CANARA ROBECO EMERGING EQUITY,NSE,Bulk,Sell,10/14/2020,228,991685,0.0128
CANARA-GROUP,"Computer Age Management Services Ltd.

Insider Trades",CANARA ROBECO MUTUAL FUND,BSE,Bulk,Purchase,10/1/2020,1527.31,300000,0.0061
CANARA-GROUP,Apollo Pipes Ltd.,CANARA HSBC ORIENT BK OF COMM LIFE INS. CO LTD,NSE,Bulk,Sell,3/31/2020,242,98989,0.0025
CANARA-GROUP,Spencers Retail Ltd.,CANARA ROBECO MF- EMERGING EQ,NSE,Bulk,Sell,1/17/2020,75.58,520732,0.0058
CANARA-GROUP,Zee Entertainment Enterprises Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,11/21/2019,304,330000,0.0003
CANARA-GROUP,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Sell,9/23/2019,375,140000,0.0036
CANARA-GROUP,ISGEC Heavy Engineering Ltd.,CANARA ROBECO MUTUAL FUND,BSE,Bulk,Purchase,3/14/2019,5499.8,52500,0.0007
CANARA-GROUP,"NIIT Ltd.

High Gain High Volume",CANARA ROBECO MUTUAL FUND A/C CANARA ROBECO INCOME SAER FUN,NSE,Bulk,Purchase,3/7/2019,92.8,1200000,0.0089
CANARA-GROUP,RPSG Ventures Ltd.,CANARA ROBECO MUTUAL FUND A/C CANARA ROBECO BALANCE,NSE,Bulk,Purchase,2/25/2019,434.2,181030,0.0061
CANARA-GROUP,"ICICI Lombard General Insurance Company Ltd.

Outperformer 52 week high",CANARA ROBECO MUTUAL FUND,BSE,Block,Purchase,11/30/2018,800,126000,0.0003
CANARA-GROUP,Suven Life Sciences Ltd.,CANARA ROBECO MUTUAL FUND A/C CANARA ROBECO BALANCE,NSE,Bulk,Sell,4/9/2018,171.48,714380,0.0033
CANARA-GROUP,Mishra Dhatu Nigam Ltd.,CANARA BANK,NSE,Bulk,Sell,4/4/2018,89,969699,0.0052
CANARA-GROUP,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMI,BSE,Bulk,Purchase,1/24/2018,640,83489,0.0021
CANARA-GROUP,Apollo Pipes Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPANY LIMI,BSE,Bulk,Purchase,1/15/2018,680,100000,0.0025
CANARA-GROUP,"Sri Adhikari Brothers Television Network Ltd.

52 week high",CANARA BANK SECURITIES LIMITED,NSE,Bulk,Sell,12/1/2017,18.9,217016,0.0062
CANARA-GROUP,"Sri Adhikari Brothers Television Network Ltd.

52 week high",CANARA BANK SECURITIES LIMITED,NSE,Bulk,Sell,11/30/2017,18.05,782984,0.0224
CANARA-GROUP,TV Vision Ltd.,CANARA BANK SECURITIES LTD,BSE,Bulk,Sell,11/30/2017,23.4,336689,0.0087
CANARA-GROUP,"Viceroy Hotels Ltd.

52 week high",CANARA BANK SECURITIES LIMITED,NSE,Bulk,Sell,10/23/2017,17.25,280000,0.0044
CANARA-GROUP,Mayur Leather Products Ltd.,CANARA ROBECO MUTUAL FUND - CANBALANCE,BSE,Bulk,Sell,7/27/2017,18.8,36525,0.0076
CANARA-GROUP,CARE Ratings Ltd.,CANARA BANK,BSE,Bulk,Sell,6/29/2017,1660,2593446,0.0869
CANARA-GROUP,CIL Securities Ltd.,CANARA SECURITIES LIMITED,BSE,Bulk,Sell,10/3/2016,11.01,160558,0.0321
CANARA-GROUP,CIL Securities Ltd.,CANARA SECURITIES LIMITED,BSE,Bulk,Sell,9/22/2016,10.65,201100,0.0402
CANARA-GROUP,CIL Securities Ltd.,CANARA SECURITIES LIMITED,BSE,Bulk,Sell,7/21/2016,12.3,197195,0.0394
CANARA-GROUP,BEML Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE CO LTD,NSE,Bulk,Sell,4/11/2016,876.85,233281,0.0056
CANARA-GROUP,Punj Lloyd Ltd.,CANARA HSBC ORIENTAL BANK OF COMMERCE LIFE INSURANCE COMPAN,NSE,Bulk,Purchase,6/18/2014,52.05,2202497,0.0066
CANARA-GROUP,CIL Securities Ltd.,CANARA SECURITIES LIMITED,BSE,Bulk,Sell,4/7/2014,6.75,137110,0.0274
CANARA-GROUP,"Jupiter Wagons Ltd.

Board Meeting",CANARA ROBECO MUTUAL FUND A/C CANARA ROBECO BALANCE,NSE,Bulk,Sell,2/5/2013,50.15,460994,0.0011
CANARA-GROUP,Todays Writing Instruments Ltd.,CANARA BANK,NSE,Bulk,Sell,1/21/2010,27.85,300000,0.0234
CANARA-GROUP,Todays Writing Instruments Ltd.,CANARA BANK,NSE,Bulk,Sell,1/18/2010,25.96,85000,0.0066
IDFC-GROUP,"Parag Milk Foods Ltd.

Insider Trades",IDFC INFRASTRUCTURE FUND 3,BSE,Bulk,Sell,6/15/2023,106.06,1294511,0.0108
IDFC-GROUP,Disa India Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Sell,10/28/2021,5000,50000,0.0344
IDFC-GROUP,Greenlam Industries Ltd.,IDFC MUTUAL FUND A/C IDFC FLEXI CAP FUND,NSE,Bulk,Sell,8/6/2021,1350.1,400000,0.0031
IDFC-GROUP,"SBI Life Insurance Company Ltd.

10-year high",IDFC MUTUAL FUND,BSE,Block,Purchase,5/7/2021,960,380000,0.0004
IDFC-GROUP,Mayur Uniquoters Ltd.,IDFC SMALL AND MIDCAP EQUITY,NSE,Bulk,Purchase,2/16/2021,422.5,225000,0.0051
IDFC-GROUP,Mayur Uniquoters Ltd.,IDFC DYNAMIC EQUITY FUND,NSE,Bulk,Purchase,2/16/2021,422.5,225000,0.0051
IDFC-GROUP,EPL Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Purchase,9/18/2020,256.3,2731174,0.0086
IDFC-GROUP,Wheels India Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Purchase,6/29/2020,427.6,233864,0.0096
IDFC-GROUP,Wheels India Ltd.,IDFC MUTUAL FUND,BSE,Block,Purchase,6/29/2020,427.6,233864,0.0096
IDFC-GROUP,"Shaily Engineering Plastics Ltd.

10-year high",IDFC MUTUAL FUND,BSE,Bulk,Purchase,3/12/2020,380,100000,0.0022
IDFC-GROUP,"Shaily Engineering Plastics Ltd.

10-year high",IDFC MUTUAL FUND,BSE,Bulk,Purchase,3/9/2020,380,180000,0.0039
IDFC-GROUP,"Shaily Engineering Plastics Ltd.

10-year high",IDFC MUTUAL FUND,BSE,Bulk,Purchase,3/9/2020,380,100000,0.0022
IDFC-GROUP,Wheels India Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Purchase,2/20/2020,557,800220,0.0328
IDFC-GROUP,Zee Entertainment Enterprises Ltd.,IDFC MUTUAL FUND,NSE,Block,Purchase,11/21/2019,304,330000,0.0003
IDFC-GROUP,Wheels India Ltd.,IDFC STERLING VALUE FUND,NSE,Bulk,Purchase,9/30/2019,552,543000,0.0222
IDFC-GROUP,Wheels India Ltd.,IDFC STERLING VALUE FUND,NSE,Block,Purchase,9/30/2019,552,543000,0.0222
IDFC-GROUP,Mahanagar Gas Ltd.,IDFC MUTUAL FUND,NSE,Block,Purchase,8/20/2019,780,130000,0.0013
IDFC-GROUP,Poonawalla Fincorp Ltd.,IDFC MUTUAL FUND A/C IDFC FOCUSED EQUITY FUND,BSE,Bulk,Purchase,4/6/2018,154,3179035,0.0041
IDFC-GROUP,Poonawalla Fincorp Ltd.,IDFC MUTUAL FUND A/C IDFC STERLING EQUITY FUND,BSE,Bulk,Purchase,4/6/2018,154,1360890,0.0018
IDFC-GROUP,BSE Ltd.,IDFC IMPERIAL EQUITY FUND / FOCUS,NSE,Bulk,Purchase,3/5/2018,799.99,654000,0.0048
IDFC-GROUP,BSE Ltd.,IDFC STERLING EQUITY FUND,NSE,Bulk,Purchase,3/5/2018,799.99,400000,0.003
IDFC-GROUP,Butterfly Gandhimathi Appliances Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Purchase,1/12/2018,580,100000,0.0056
IDFC-GROUP,Greenlam Industries Ltd.,IDFC MUTUAL FUND A/C PREMIER EQUITY FUND,BSE,Bulk,Purchase,1/9/2018,1315,438474,0.0034
IDFC-GROUP,"Birlasoft Ltd.

Insider Trades",IDFC MUTUAL FUND A/C IDFC STERLING EQUITY FUND,NSE,Bulk,Purchase,7/26/2017,120.1,1200000,0.0043
IDFC-GROUP,Sterling Tools Ltd.,IDFC MUTUAL FUND A/C IDFC SMALL AND MIDCAP EQUITY (SME) FUN,NSE,Bulk,Purchase,7/20/2017,265,480861,0.0133
IDFC-GROUP,City Union Bank Ltd.,IDFC MUTUAL FUND IDFC PREMIER EQUITY FUND,BSE,Bulk,Purchase,4/12/2017,145,3618785,0.0049
IDFC-GROUP,IIFL Finance Ltd.,IDFC BANK LIMITED,BSE,Bulk,Purchase,2/6/2017,317,15853000,0.0416
IDFC-GROUP,IIFL Finance Ltd.,IDFC BANK LIMITED,BSE,Block,Purchase,2/6/2017,317,15853000,0.0416
IDFC-GROUP,Redington Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Sell,11/3/2016,99.25,4750000,0.0061
IDFC-GROUP,Redington Ltd.,IDFC PREMIER EQUITY FUND,NSE,Bulk,Sell,11/3/2016,99.26,2750000,0.0035
IDFC-GROUP,Apollo Pipes Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Purchase,10/19/2016,275.3,118954,0.003
IDFC-GROUP,Atul Ltd.,IDFC PREMIER EQUITY FUND,NSE,Bulk,Purchase,7/27/2016,1925,183027,0.0062
IDFC-GROUP,Linc Ltd.,IDFC MUTUAL FUND A/C IDFC STERLING EQUITY FUND,NSE,Bulk,Purchase,7/14/2016,250,123446,0.0083
IDFC-GROUP,Va Tech Wabag Ltd.,IDFC ASSET MANAGEMENT COMPANY LIMITED-IDFC HYBRID INFRASTRU,NSE,Bulk,Sell,3/1/2016,421.24,724452,0.0116
IDFC-GROUP,"DQ Entertainment (International) Ltd.

52 week low",IDFC INVESTMENT ADVISORS LIMITED,BSE,Bulk,Sell,6/22/2015,20.01,631000,0.008
IDFC-GROUP,"Mastek Ltd.

Board Meeting 52 week high High Gain High Volume",NAT INTL FDS A/C NAT INTL FDS (LUX) I IDFC INDIA EQ FUND,NSE,Bulk,Sell,4/23/2015,402.94,156202,0.0051
IDFC-GROUP,"Mastek Ltd.

Board Meeting 52 week high High Gain High Volume",NATIXIS INTERNATIONAL FUNDS (LUX) I- IDFC INDIA EQUITIES FUND,NSE,Bulk,Purchase,1/8/2015,395.75,133729,0.0044
IDFC-GROUP,Tilaknagar Industries Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Sell,11/28/2014,30.51,2877091,0.0149
IDFC-GROUP,Tilaknagar Industries Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Sell,11/28/2014,31.16,2122909,0.011
IDFC-GROUP,Astral Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Purchase,10/31/2014,340,1760000,0.0066
IDFC-GROUP,Himatsingka Seide Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Purchase,10/29/2014,93.75,3199221,0.0325
IDFC-GROUP,Tata Steel BSL Ltd.,IDFC LIMITED,NSE,Bulk,Sell,9/3/2014,95.95,3108000,0.0028
IDFC-GROUP,Cigniti Technologies Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Purchase,9/3/2014,365,200000,0.0073
IDFC-GROUP,Easun Reyrolle Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Sell,7/8/2014,85,500000,0.0162
IDFC-GROUP,Easun Reyrolle Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Sell,6/30/2014,93.65,916015,0.0297
IDFC-GROUP,Ashoka Buildcon Ltd.,IDFC INFRASTRUCTURE FUND 2,NSE,Bulk,Sell,5/22/2014,122,1500000,0.0053
IDFC-GROUP,Tata Steel Long Products Ltd.,IDFC INVESTMENT ADVISORY LTD,NSE,Bulk,Purchase,5/2/2014,572.24,83500,0.0019
IDFC-GROUP,Ashoka Buildcon Ltd.,IDFC INFRASTRUCTURE FUND 2,NSE,Bulk,Sell,3/21/2014,75.5,1725000,0.0061
IDFC-GROUP,Tara Jewels Ltd.,IDFC MUTUAL FUND,NSE,Bulk,Purchase,2/18/2014,89,740000,0.0301
IDFC-GROUP,Tara Jewels Ltd.,IDFC MUTUAL FUND,BSE,Bulk,Purchase,2/18/2014,89,246000,0.01
Eriska Investment Fund Ltd,Grasim Industries Ltd.,ERISKA INVESTMENT FUND LTD,NSE,Block,Purchase,1/25/2024,2060,810000,0.0012
Franklin India Group,Pricol Ltd.,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,Purchase,12/18/2023,347,1440922,0.0118
