superstar,stock,client,market,type,action type,Date,avg,count,change
Goldman Sachs India Limited,ICICI Bank Ltd.,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,44467,729.9,4734822,0.0007,
Goldman Sachs India Limited,ICICI Bank Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,44467,729.9,4734822,0.0007,
Goldman Sachs India Limited,Reliance Industries Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,44467,2525.2,900000,0.0001,
Goldman Sachs India Limited,Reliance Industries Ltd.,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,44467,2525.2,900000,0.0001,
Goldman Sachs India Limited,Sundram Fasteners Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,44467,908.7,1011052,0.0048,
Goldman Sachs India Limited,Sundram Fasteners Ltd.,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,44467,908.7,1011052,0.0048,
Goldman Sachs India Limited,Tata Communications Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,44467,1427.55,200000,0.0007,
Goldman Sachs India Limited,Tata Communications Ltd.,GOLDMAN SACHS INDIA LIMITED,BSE,Block,Sell,44467,1427.55,200000,0.0007,
Goldman Sachs India Limited,Tube Investments of India Ltd.,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,44467,1438.7,675107,0.0035,
Goldman Sachs India Limited,Tube Investments of India Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,44467,1438.7,675107,0.0035,
Goldman Sachs India Limited,Stove Kraft Ltd.,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,44467,943.35,957763,0.029,
Goldman Sachs India Limited,Stove Kraft Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,44467,943.35,957763,0.029,
Goldman Sachs India Limited,Sonata Software Ltd.,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Bulk,Purchase,44463,922.6,998925,0.0036,
Goldman Sachs India Limited,Sonata Software Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Bulk,Sell,44463,922.6,998925,0.0036,
Goldman Sachs India Limited,Sonata Software Ltd.,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,BSE,Block,Purchase,44463,922.6,998925,0.0036,
Goldman Sachs India Limited,Sonata Software Ltd.,GOLDMAN SACHS INDIA FUND LIMITED,BSE,Block,Sell,44463,922.6,998925,0.0036,
Goldman Sachs India Limited,Tata Communications Ltd.,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,BSE,Block,Purchase,44463,1460.2,1003500,0.0035,
Elm Park Fund Limited,"Jindal Stainless Ltd.

Insider Trades",ELM PARK FUND LIMITED,NSE,Block,Sell,45336,575.35,2900000,0.0035,
Elm Park Fund Limited,Crest Ventures Ltd.,ELM PARK FUND LIMITED,NSE,Bulk,Purchase,45251,301.5,1285000,0.0452,
Elm Park Fund Limited,Crest Ventures Ltd.,ELM PARK FUND LIMITED,NSE,Block,Purchase,45251,301.5,1285000,0.0452,
Elm Park Fund Limited,The Investment Trust of India Ltd.,ELM PARK FUND LIMITED,NSE,Bulk,Purchase,45240,91.7,2154990,0.0412,
Elm Park Fund Limited,The Investment Trust of India Ltd.,ELM PARK FUND LIMITED,NSE,Block,Purchase,45240,91.7,2154990,0.0412,
Elm Park Fund Limited,"Anant Raj Ltd.

10-year high",ELM PARK FUND LIMITED,NSE,Bulk,Purchase,45210,229.8,2000000,0.0059,
Elm Park Fund Limited,KBC Global Ltd.,ELM PARK FUND LIMITED,NSE,Bulk,Sell,44735,3.5,34000000,0.0349,
Elm Park Fund Limited,KBC Global Ltd.,ELM PARK FUND LIMITED,NSE,Block,Sell,44735,3.5,34000000,0.0349,
Elm Park Fund Limited,Hariom Pipe Industries Ltd.,ELM PARK FUND LIMITED,NSE,Bulk,Sell,44669,242.55,170862,0.0059,
Elm Park Fund Limited,The Investment Trust of India Ltd.,ELM PARK FUND LIMITED,BSE,Bulk,Purchase,44623,98.5,1265200,0.0242,
Elm Park Fund Limited,The Investment Trust of India Ltd.,ELM PARK FUND LIMITED,BSE,Block,Purchase,44623,98.5,1265200,0.0242,
Elm Park Fund Limited,Indo Count Industries Ltd.,ELM PARK FUND LIMITED,BSE,Block,Purchase,41187,9.55,694159,0.0035,
Bridge India Fund,Amara Raja Energy & Mobility Ltd.,PINEBRIDGE INV ASIA LIMITED A/C PB GLOBAL FUNDS - PINEBRIDGE INDIA EQFUND,NSE,Bulk,Purchase,45125,651.98,1000000,0.0055,
Bridge India Fund,Landmark Cars Ltd.,PINEBRIDGE INV ASIA LIMITED A/C PB GLOBAL FUNDS-PINEBRIDGE INDIA EQ FUND,NSE,Block,Purchase,45100,658,153000,0.0037,
Bridge India Fund,"Elantas Beck India Ltd.

Board Meeting",PINEBRIDGE INV ASIA LIMITED A/C PB GLOBAL FUNDS-PINEBRIDGE INDIA EQ FUND,BSE,Bulk,Sell,44902,4100.01,216222,0.0273,
Bridge India Fund,"Taneja Aerospace & Aviation Ltd.

Board Meeting",BRIDGE INDIA FUND,BSE,Bulk,Sell,44132,27.74,290048,0.0116,
Bridge India Fund,Zee Entertainment Enterprises Ltd.,PINEBRIDGE INV ASIA LIMITED A/C PB GLOBAL FUNDS - PINEBRIDGE INDIA EQ FUND,NSE,Block,Purchase,43790,304,330000,0.0003,
Bridge India Fund,TPL Plastech Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,43472,150,70000,0.0009,
Bridge India Fund,Genesys International Corporation Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,43140,289.51,262731,0.0066,
Bridge India Fund,TPL Plastech Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Purchase,43089,649.99,225000,0.0029,
Bridge India Fund,TPL Plastech Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Purchase,43089,650,225000,0.0029,
Bridge India Fund,Genesys International Corporation Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,43021,363.39,175000,0.0044,
Bridge India Fund,Kavveri Telecom Products Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Purchase,42821,10.9,136000,0.0068,
Bridge India Fund,"Shrenuj & Company Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42587,2.64,1350000,-%,
Bridge India Fund,"Shrenuj & Company Ltd.

10-year low",BRIDGE INDIA FUND,NSE,Bulk,Sell,42587,2.8,1300000,-%,
Bridge India Fund,"Shrenuj & Company Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42583,1.99,2000000,-%,
Bridge India Fund,TAAL Enterprises Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,42580,371.17,16403,0.0053,
Bridge India Fund,"Shrenuj & Company Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42578,2.3,2000000,-%,
Bridge India Fund,TAAL Enterprises Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,42565,296.8,25000,0.008,
Bridge India Fund,TAAL Enterprises Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,42559,253.3,25000,0.008,
Bridge India Fund,"Info-Drive Software Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42530,0.2,7456259,0.0114,
Bridge India Fund,"Info-Drive Software Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42529,0.2,3400000,0.0052,
Bridge India Fund,"Info-Drive Software Ltd.

10-year low",BRIDGE INDIA FUND,BSE,Bulk,Sell,42528,0.21,3213751,0.0049,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,42482,143,853478,0.0172,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42473,531,606172,0.0123,
Bridge India Fund,NDL Ventures Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42458,394,175000,0.0052,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42138,150.75,1500000,0.0303,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,NSE,Block,Sell,42138,150.75,1500000,0.0303,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42132,446.75,437500,0.0089,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Block,Sell,42132,446.75,437500,0.0089,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42123,465,800000,0.0163,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Block,Sell,42123,465,800000,0.0163,
Bridge India Fund,"Rain Industries Ltd.

Board Meeting 52 week high",BRIDGE INDIA FUND,NSE,Bulk,Purchase,42107,35.65,2660342,0.0079,
Bridge India Fund,C Mahendra Exports Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,42093,9.24,355271,-%,
Bridge India Fund,"Winsome Diamonds and Jewellery Ltd.

10-year low",BRIDGE INDIA FUND,NSE,Bulk,Sell,42073,0.41,550000,0.0052,
Bridge India Fund,FE (India) Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,41905,15.1,165492,-%,
Bridge India Fund,FE (India) Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,41904,14.09,135000,-%,
Bridge India Fund,"Winsome Diamonds and Jewellery Ltd.

10-year low",BRIDGE INDIA FUND,NSE,Bulk,Sell,41897,1.7,540129,0.0051,
Bridge India Fund,FE (India) Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,41891,12.98,85835,-%,
Bridge India Fund,FE (India) Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,41890,12.59,55000,-%,
Bridge India Fund,Gulf Oil Lubricants India Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Purchase,41857,274.22,330000,0.0067,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Sell,41774,127,4500000,0.0908,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,BSE,Bulk,Purchase,41746,118.1,500000,0.0101,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,NSE,Block,Purchase,41740,116,476000,0.0096,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,NSE,Bulk,Sell,41725,107,2128500,0.0429,
Bridge India Fund,GOCL Corporation Ltd.,BRIDGE INDIA FUND,NSE,Block,Sell,41725,107,2128500,0.0429,
Bridge India Fund,Shriram Finance Ltd.,NEWBRIDGE INDIA INVESTMENTS II LIMITED,BSE,Bulk,Sell,41404,723.04,22847468,0.0608,
Bridge India Fund,Shriram Finance Ltd.,NEWBRIDGE INDIA INVESTMENTS II LIMITED,BSE,Block,Sell,41404,723,22600000,0.0602,
Bridge India Fund,Shriram Finance Ltd.,NEWBRIDGE INDIA INVESTMENTS II LIMITED,NSE,Bulk,Sell,41326,715.15,22650000,0.0603,
Elara India Opportunities Fund Limited,Mahanagar Telephone Nigam Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,45282,32.7,1501289,0.0024,
Elara India Opportunities Fund Limited,"Dolphin Offshore Enterprises (India) Ltd.

10-year high",ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,45242,681.05,86245,0.0022,
Elara India Opportunities Fund Limited,Anlon Technology Solutions Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,45026,180.34,32400,0.0058,
Elara India Opportunities Fund Limited,Sah Polymers Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44938,86.14,910093,0.0353,
Elara India Opportunities Fund Limited,Inox Green Energy Services Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44888,60.17,2207590,0.0075,
Elara India Opportunities Fund Limited,Hariom Pipe Industries Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44664,220,179044,0.0062,
Elara India Opportunities Fund Limited,KBC Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Purchase,44431,22.5,2700000,0.0028,
Elara India Opportunities Fund Limited,KBC Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Purchase,44428,22.45,2800000,0.0029,
Elara India Opportunities Fund Limited,KBC Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,44426,22.6,650000,0.0007,
Elara India Opportunities Fund Limited,KBC Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,44425,21.5,961340,0.001,
Elara India Opportunities Fund Limited,Rossell India Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44372,145.2,341241,0.0091,
Elara India Opportunities Fund Limited,Best Agrolife Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44335,205.99,178701,0.0076,
Elara India Opportunities Fund Limited,Rossell India Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44330,126.47,300000,0.008,
Elara India Opportunities Fund Limited,Rossell India Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,44330,127.88,215000,0.0057,
Elara India Opportunities Fund Limited,Vikas Ecotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44313,2.06,2250000,0.0016,
Elara India Opportunities Fund Limited,Vikas Ecotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,44221,3.23,7500000,0.0054,
Elara India Opportunities Fund Limited,Sampann Utpadan India Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44203,4,2144704,0.0528,
Elara India Opportunities Fund Limited,"Paisalo Digital Ltd.

10-year high",ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44189,490,1100000,0.0024,
Elara India Opportunities Fund Limited,GSS Infotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44062,21.04,98118,0.0058,
Elara India Opportunities Fund Limited,GSS Infotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44061,21.54,500000,0.0295,
Elara India Opportunities Fund Limited,GSS Infotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,44054,23.86,100000,0.0059,
Elara India Opportunities Fund Limited,Aarey Drugs & Pharmaceuticals Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43994,17.26,150000,0.0059,
Elara India Opportunities Fund Limited,Aarey Drugs & Pharmaceuticals Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43993,18.01,160000,0.0063,
Elara India Opportunities Fund Limited,International Conveyors Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43571,29.75,340000,0.0054,
Elara India Opportunities Fund Limited,Sirca Paints India Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,43312,172.6,100000,0.0018,
Elara India Opportunities Fund Limited,Rushil Decor Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,43257,625,75000,0.0028,
Elara India Opportunities Fund Limited,"Karuturi Global Ltd.

10-year low",ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43216,1.89,22351080,0.0149,
Elara India Opportunities Fund Limited,GSS Infotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Purchase,43208,74,650000,0.0384,
Elara India Opportunities Fund Limited,Elpro International Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43185,47.5,1100000,0.0065,
Elara India Opportunities Fund Limited,International Conveyors Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43185,21.5,1100000,0.0174,
Elara India Opportunities Fund Limited,International Conveyors Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43182,21.1,384003,0.0061,
Elara India Opportunities Fund Limited,GSS Infotech Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Purchase,43178,67.5,100000,0.0059,
Elara India Opportunities Fund Limited,Veer Energy & Infrastructure Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,43178,29,200000,0.0134,
Elara India Opportunities Fund Limited,Renaissance Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,42958,185,266617,0.0028,
Elara India Opportunities Fund Limited,Renaissance Global Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,42958,185,266617,0.0028,
Elara India Opportunities Fund Limited,Chartered Logistics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42951,22.75,1300000,0.0131,
Elara India Opportunities Fund Limited,Suyog Telematics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,42947,331,200400,0.0182,
Elara India Opportunities Fund Limited,Chartered Logistics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42944,23,1400000,0.0141,
Elara India Opportunities Fund Limited,Chartered Logistics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42941,24.5,1700000,0.0171,
Elara India Opportunities Fund Limited,Prakash Industries Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED(FCCB),NSE,Bulk,Sell,42907,93.09,2075000,0.0116,
Elara India Opportunities Fund Limited,"Cupid Ltd.

10-year high",ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,42860,317,107236,0.008,
Elara India Opportunities Fund Limited,"Pritish Nandy Communications Ltd.

52 week high High Gain High Volume",ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,42852,25.07,500000,0.0346,
Elara India Opportunities Fund Limited,"Cupid Ltd.

10-year high",ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42823,333.99,352000,0.0262,
Elara India Opportunities Fund Limited,"Pritish Nandy Communications Ltd.

52 week high High Gain High Volume",ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Sell,42762,24.5,500000,0.0346,
Elara India Opportunities Fund Limited,Suyog Telematics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42678,450,200400,0.0182,
Elara India Opportunities Fund Limited,Kridhan Infra Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42348,94.5,400000,0.0042,
Elara India Opportunities Fund Limited,Salzer Electronics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Sell,42243,247.04,165000,0.0095,
Elara India Opportunities Fund Limited,Salzer Electronics Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,42221,300,1100000,0.0633,
Elara India Opportunities Fund Limited,Tree House Education & Accessories Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,BSE,Bulk,Purchase,41661,238,250000,0.0059,
Elara India Opportunities Fund Limited,Tree House Education & Accessories Ltd.,ELARA INDIA OPPORTUNITIES FUND LIMITED,NSE,Bulk,Purchase,41661,237.99,250000,0.0059,
Jwalamukhi Investment Holdings,V-Mart Retail Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44809,2816.29,1391826,0.0704,
Jwalamukhi Investment Holdings,IFB Industries Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44685,900.02,2570296,0.0634,
Jwalamukhi Investment Holdings,TVS Motor Company Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,44669,650,3262840,0.0069,
Jwalamukhi Investment Holdings,Greenpanel Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44267,175.02,5419283,0.0442,
Jwalamukhi Investment Holdings,Greenpanel Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,44265,166.39,1235285,0.0101,
Jwalamukhi Investment Holdings,Greenpanel Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,44263,167.67,2521711,0.0206,
Jwalamukhi Investment Holdings,Greenpanel Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44263,167.03,1329236,0.0108,
Jwalamukhi Investment Holdings,Greenply Industries Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44125,75.02,7524522,0.0608,
Jwalamukhi Investment Holdings,Greenply Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,44088,90.5,713108,0.0058,
Jwalamukhi Investment Holdings,Ceat Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44069,900,724949,0.0179,
Jwalamukhi Investment Holdings,Ceat Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,44064,871.24,488249,0.0121,
Jwalamukhi Investment Holdings,Ceat Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44064,871.28,349332,0.0086,
Jwalamukhi Investment Holdings,InterGlobe Aviation Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,44055,1028,5434527,0.0141,
Jwalamukhi Investment Holdings,Greenlam Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,44047,585,215344,0.0017,
Jwalamukhi Investment Holdings,La Opala RG Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,43857,190,2396067,0.0216,
Jwalamukhi Investment Holdings,DFM Foods Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,43845,249.5,4975830,0.099,
Jwalamukhi Investment Holdings,DFM Foods Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Block,Sell,43845,249.5,4975830,0.099,
Jwalamukhi Investment Holdings,IFB Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,43815,600,1770451,0.0437,
Jwalamukhi Investment Holdings,IFB Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Block,Purchase,43815,600,1770451,0.0437,
Jwalamukhi Investment Holdings,Hatsun Agro Products Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,43797,587.03,1350000,0.0061,
Jwalamukhi Investment Holdings,Hindustan Foods Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,43525,360,1340000,0.0117,
Jwalamukhi Investment Holdings,Greenlam Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,43112,1315,356994,0.0028,
Jwalamukhi Investment Holdings,Greenlam Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,43109,1315,530000,0.0042,
Jwalamukhi Investment Holdings,Ashiana Housing Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,43088,157.03,2642587,0.0263,
Jwalamukhi Investment Holdings,AIA Engineering Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,43062,1446.07,611932,0.0065,
Jwalamukhi Investment Holdings,AIA Engineering Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,43062,1446.02,600000,0.0064,
Jwalamukhi Investment Holdings,IFB Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Purchase,43024,800,697485,0.0172,
Jwalamukhi Investment Holdings,Mayur Uniquoters Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42985,360,1750254,0.0398,
Jwalamukhi Investment Holdings,Kajaria Ceramics Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42832,600.81,2725946,0.0171,
Jwalamukhi Investment Holdings,Ceat Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,42816,1290.35,1432897,0.0354,
Jwalamukhi Investment Holdings,Relaxo Footwears Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,42808,451.35,1670466,0.0067,
Jwalamukhi Investment Holdings,Kajaria Ceramics Ltd.,HSBC BANK MAURITIUS LIMITED AC JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,42796,565.03,994905,0.0062,
Jwalamukhi Investment Holdings,Kajaria Ceramics Ltd.,HSBC BANK (MAURITIUS) LIMITED A/C JWALAMUKHI INVESTMENT HOL,NSE,Bulk,Sell,42796,565,992491,0.0062,
Jwalamukhi Investment Holdings,"Prestige Estates Projects Ltd.

Analyst Buy",JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,42661,185,8000000,0.02,
Jwalamukhi Investment Holdings,"Prestige Estates Projects Ltd.

Analyst Buy",JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42661,185.03,8000000,0.02,
Jwalamukhi Investment Holdings,Cera Sanitaryware Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42647,2382.55,128000,0.0098,
Jwalamukhi Investment Holdings,Cera Sanitaryware Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,42647,2382.21,112000,0.0086,
Jwalamukhi Investment Holdings,La Opala RG Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Purchase,42601,541.55,1423417,0.0128,
Jwalamukhi Investment Holdings,Relaxo Footwears Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Purchase,42464,424.89,1866277,0.0075,
Jwalamukhi Investment Holdings,Astral Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,42220,375,4258314,0.0159,
Jwalamukhi Investment Holdings,Greenlam Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42220,365,1175000,0.0092,
Jwalamukhi Investment Holdings,Greenlam Industries Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Block,Sell,42220,365,1175000,0.0092,
Jwalamukhi Investment Holdings,Cera Sanitaryware Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,NSE,Bulk,Sell,42010,1840,68303,0.0053,
Jwalamukhi Investment Holdings,Bajaj Electricals Ltd.,JWALAMUKHI INVESTMENT HOLDINGS,BSE,Bulk,Sell,41964,220.03,626486,0.0054,
